Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Garage Age,House Age
2339,527250040,190,RL,34650,Pave,3,Bnk,3,Inside,2,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,2,2,1,1056.0,-1,0.0,0.0,1056.0,GasA,2,N,4,1056,0,0,1056,1.0,0.0,1,0,3,1,2,5,4,0,Attchd,4,2.0,572.0,2,2,2,264,0,0,0,0,0,0,1,2006,WD ,145000.0,55.0,55
624,535104120,20,RL,10573,Pave,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,2,2,CBlock,2,2,1,1,1312.0,-1,0.0,141.0,1453.0,GasA,4,Y,4,1453,0,0,1453,1.0,0.0,2,0,3,1,2,6,4,1,Attchd,3,2.0,530.0,2,2,2,0,49,0,0,288,0,0,4,2009,WD ,187500.0,49.0,49
86,532376160,20,RL,8450,Pave,3,Lvl,3,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,8,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,2,1,4,553.0,2,117.0,224.0,894.0,GasA,4,Y,4,894,0,0,894,1.0,0.0,1,0,3,1,2,5,4,1,Detchd,2,1.0,336.0,2,2,2,416,144,0,0,0,0,0,4,2010,WD ,138500.0,37.0,45
1534,909277040,50,RL,11700,Pave,2,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,2,2,1,2,606.0,-1,0.0,336.0,942.0,GasA,4,Y,4,1265,673,0,1938,0.0,0.0,2,0,4,1,3,7,2,1,Detchd,2,1.0,240.0,2,2,2,0,40,0,0,0,0,0,7,2008,WD ,198000.0,73.0,73
2243,911103060,190,C (all),8250,Pave,3,Lvl,3,Inside,2,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,2,2,1,-1,0.0,-1,0.0,957.0,957.0,GasA,1,N,4,1034,957,0,1991,0.0,0.0,2,0,4,2,2,9,4,0,NA,1,0.0,0.0,-1,-1,0,0,0,133,0,0,0,0,6,2007,WD ,119600.0,2010.0,115
1957,535450190,50,RL,8064,Pave,3,Lvl,3,Corner,2,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,2,2,-1,0.0,-1,0.0,672.0,672.0,GasA,4,Y,4,672,252,0,924,0.0,0.0,1,0,3,1,2,6,4,1,Detchd,2,2.0,576.0,2,2,2,0,0,0,0,0,0,2000,7,2007,WD ,122900.0,7.0,61
380,527355150,20,RL,9600,Pave,3,Lvl,3,Inside,2,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,3,2,PConc,3,2,1,3,1104.0,-1,0.0,1420.0,2524.0,GasA,2,Y,4,2524,0,0,2524,1.0,0.0,2,1,4,1,3,9,4,1,Attchd,4,2.0,542.0,2,2,2,474,120,0,0,0,0,0,7,2009,WD ,278000.0,29.0,29
2860,909276010,70,RL,11435,Pave,2,HLS,3,Corner,1,Crawfor,Norm,Norm,1Fam,2Story,8,7,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,2,2,PConc,3,2,1,-1,0.0,-1,0.0,792.0,792.0,GasA,1,Y,4,792,725,0,1517,0.0,0.0,1,0,3,1,3,7,4,2,Detchd,2,2.0,400.0,2,2,2,0,0,0,0,0,0,0,6,2006,WD ,230000.0,79.0,81
2517,533250130,120,RL,9549,Pave,2,Lvl,3,CulDSac,2,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,3,3,3,0,437.0,4,1057.0,0.0,1494.0,GasA,4,Y,4,1494,0,0,1494,1.0,0.0,1,1,2,1,4,6,4,1,Attchd,4,2.0,481.0,2,2,2,0,30,0,0,216,0,0,4,2006,WD ,270000.0,15.0,15
1933,535302070,20,RL,10950,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,2,1,3,441.0,-1,0.0,507.0,948.0,GasA,2,Y,4,948,0,0,948,0.0,0.0,1,0,2,1,2,5,4,0,Detchd,2,2.0,410.0,2,2,0,0,48,0,0,0,0,0,4,2007,WD ,125000.0,58.0,58
820,906340110,20,RL,10637,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,3,2,PConc,4,2,4,4,1288.0,-1,0.0,417.0,1705.0,GasA,4,Y,4,1718,0,0,1718,1.0,0.0,2,0,3,1,3,7,4,1,Attchd,3,3.0,826.0,2,2,2,208,44,0,0,0,0,0,9,2009,WD ,297000.0,3.0,3
675,535426150,20,RL,9000,Pave,2,HLS,3,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,2,2,CBlock,3,2,4,-1,0.0,-1,0.0,160.0,160.0,GasA,1,Y,4,1142,0,0,1142,0.0,0.0,1,0,2,1,2,5,4,1,Basment,3,1.0,384.0,2,2,2,0,28,64,0,0,0,0,4,2009,WD ,113500.0,52.0,52
2910,923225240,160,RM,2665,Pave,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,2,2,1,3,548.0,1,173.0,36.0,757.0,GasA,4,Y,4,925,550,0,1475,0.0,0.0,2,0,4,1,2,6,4,1,Attchd,3,1.0,336.0,2,2,2,104,26,0,0,0,0,0,7,2006,WD ,127000.0,33.0,33
21,527358140,20,RL,11751,Pave,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,2,2,CBlock,3,2,1,2,705.0,-1,0.0,1139.0,1844.0,GasA,4,Y,4,1844,0,0,1844,0.0,0.0,2,0,3,1,2,7,4,1,Attchd,3,2.0,546.0,2,2,2,0,122,0,0,0,0,0,1,2010,COD,190000.0,33.0,33
1873,534177210,20,RL,9600,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,2,2,CBlock,2,2,1,3,916.0,-1,0.0,326.0,1242.0,GasA,1,Y,4,1242,0,0,1242,0.0,0.0,1,1,3,1,2,6,4,1,Attchd,2,2.0,528.0,2,2,2,0,0,0,0,0,0,0,9,2007,WD ,175500.0,37.0,37
2125,907135050,20,RL,8428,Pave,1,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,1,4,420.0,-1,0.0,570.0,990.0,GasA,4,Y,4,990,0,0,990,1.0,0.0,1,0,3,1,2,5,4,0,Detchd,2,1.0,384.0,2,2,2,256,0,0,0,0,0,0,7,2007,WD ,146000.0,15.0,16
1489,908102260,20,RL,9937,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,2,2,1,2,830.0,0,290.0,136.0,1256.0,GasA,3,Y,4,1256,0,0,1256,1.0,0.0,1,1,3,1,2,6,4,0,Attchd,4,1.0,276.0,2,2,2,736,68,0,0,0,0,0,6,2008,WD ,147500.0,45.0,45
2383,528110050,20,RL,13891,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,2,PConc,4,3,4,4,1386.0,-1,0.0,690.0,2076.0,GasA,4,Y,4,2076,0,0,2076,1.0,0.0,2,1,2,1,4,7,4,1,Attchd,4,3.0,850.0,2,2,2,216,229,0,0,0,0,0,9,2006,New,465000.0,4.0,4
983,923275040,85,RL,9101,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,2,3,PConc,3,2,3,4,1097.0,-1,0.0,0.0,1097.0,GasA,4,Y,4,1110,0,0,1110,1.0,0.0,1,0,1,1,3,4,4,1,Attchd,4,2.0,602.0,2,2,2,303,30,0,0,0,0,0,7,2009,WD ,165500.0,32.0,32
1325,902406090,50,RM,12150,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,2,2,BrkTil,2,2,1,-1,0.0,-1,0.0,1050.0,1050.0,GasA,4,N,2,1050,745,0,1795,0.0,0.0,2,0,4,1,2,7,4,0,Attchd,2,1.0,352.0,1,2,2,0,0,0,0,0,0,0,11,2008,WD ,131500.0,56.0,56
1378,905102170,20,RL,11200,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,2,1,1,906.0,-1,0.0,134.0,1040.0,GasA,4,Y,4,1040,0,0,1040,1.0,0.0,1,0,3,1,2,5,4,0,Detchd,2,1.0,384.0,2,2,2,0,0,0,0,0,0,0,2,2008,WD ,129500.0,45.0,45
1537,909281110,70,RL,9670,Pave,2,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,8,6,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,2,2,PConc,2,1,1,0,210.0,-1,0.0,398.0,608.0,GasA,2,Y,4,983,890,0,1873,0.0,0.0,1,1,4,1,2,9,4,2,Detchd,4,2.0,786.0,1,2,2,0,0,207,0,0,0,0,6,2008,WD ,257076.0,75.0,75
905,909101140,50,RL,10998,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,2,1,0,408.0,2,420.0,156.0,984.0,GasA,4,Y,4,984,620,0,1604,0.0,0.0,2,0,3,1,2,6,2,0,Detchd,2,2.0,660.0,2,2,2,0,68,0,0,0,0,0,7,2009,WD ,117000.0,33.0,69
1532,909275050,70,RL,7200,Pave,3,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,6,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,2,1,BrkTil,3,2,1,-1,0.0,-1,0.0,776.0,776.0,GasA,2,Y,4,851,651,0,1502,0.0,0.0,1,1,3,1,2,6,4,1,Attchd,3,1.0,270.0,2,2,1,0,0,112,0,0,0,0,2,2008,WD ,149000.0,79.0,79
132,534475100,20,RL,9920,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,2,2,CBlock,2,2,1,1,354.0,0,290.0,412.0,1056.0,GasA,2,Y,4,1063,0,0,1063,1.0,0.0,1,0,3,1,2,6,4,0,Attchd,3,1.0,280.0,2,2,2,0,0,164,0,0,0,0,2,2010,WD ,128000.0,56.0,56
1078,528188090,160,RL,2448,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,3,2,1,-1,0.0,-1,0.0,764.0,764.0,GasA,4,Y,4,764,862,0,1626,0.0,0.0,2,1,2,1,3,6,4,0,BuiltIn,3,2.0,474.0,2,2,2,0,27,0,0,0,0,0,10,2008,WD ,155000.0,7.0,7
2511,533221080,160,FV,2998,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,3,2,PConc,3,2,1,4,353.0,-1,0.0,403.0,756.0,GasA,4,Y,4,768,756,0,1524,0.0,0.0,2,1,2,1,3,4,4,0,Detchd,2,2.0,440.0,2,2,2,0,32,0,0,0,0,0,6,2006,WD ,166000.0,10.0,10
912,909250220,50,RL,7804,Pave,3,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1950,Gable,CompShg,WdShing,Plywood,None,0.0,2,2,BrkTil,2,2,1,2,622.0,-1,0.0,500.0,1122.0,GasA,2,Y,4,1328,653,0,1981,1.0,0.0,2,0,4,1,3,7,2,2,Detchd,2,2.0,576.0,2,2,2,431,44,0,0,0,0,0,12,2009,WD ,135000.0,29.0,82
2351,527356020,60,RL,16692,Pave,2,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,2,2,CBlock,3,2,1,2,790.0,0,469.0,133.0,1392.0,GasA,2,Y,4,1392,1392,0,2784,1.0,0.0,3,1,5,1,3,12,4,2,Attchd,3,2.0,564.0,2,2,2,0,112,0,0,440,519,2000,7,2006,WD ,250000.0,32.0,32
330,923226250,160,RM,1476,Pave,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,2,2,1,4,176.0,-1,0.0,370.0,546.0,GasA,4,Y,4,546,546,0,1092,0.0,0.0,1,1,3,1,2,5,4,0,NA,1,0.0,0.0,-1,-1,2,200,26,0,0,0,0,0,3,2010,WD ,76000.0,2010.0,40
2586,535305120,20,RL,10170,Pave,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,2,2,CBlock,2,2,1,-1,0.0,-1,0.0,216.0,216.0,GasA,2,Y,4,1575,0,0,1575,0.0,0.0,1,1,2,1,3,5,4,1,Attchd,2,2.0,400.0,2,2,2,0,0,0,0,0,0,0,6,2006,WD ,155000.0,59.0,59
224,905106140,60,RL,9364,Pave,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,2,2,CBlock,2,2,1,3,371.0,-1,0.0,292.0,663.0,GasA,2,Y,4,663,689,0,1352,0.0,0.0,1,1,4,1,2,7,4,0,Attchd,4,1.0,299.0,2,2,2,379,36,0,0,0,0,0,3,2010,WD ,158000.0,41.0,41
